Glaseado Mountain,Gumshoos,,1
Glaseado Mountain,Crabrawler,,1
Glaseado Mountain,Crabominable,,1
Glaseado Mountain,Lycanroc,,1
Glaseado Mountain,Mudsdale,,1
Glaseado Mountain,Salandit,,1
Glaseado Mountain,Drednaw,,1
Glaseado Mountain,Barraskewda,,1
Glaseado Mountain,Hattrem,,1
Glaseado Mountain,Pincurchin,,1
Glaseado Mountain,Snom,,1
Glaseado Mountain,Frosmoth,,1
Glaseado Mountain,Copperajah,,1
Glaseado Mountain,Dreepy,Violet,1
Glaseado Mountain,Drakloak,,1
Glaseado Mountain,Lokix,,1
Glaseado Mountain,Naclstack,,1
Glaseado Mountain,Tadbulb,,1
Glaseado Mountain,Bellibolt,,1
Glaseado Mountain,Glimmet,,1
Glaseado Mountain,Greavard,,1
Glaseado Mountain,Houndstone,,1
Glaseado Mountain,Flamigo,,1
Glaseado Mountain,Cetoddle,,1
Glaseado Mountain,Cetitan,,1
Glaseado Mountain,Veluza,,1
Glaseado Mountain,Clodsire,,1
Glaseado Mountain,Frigibax,,1
Glaseado Mountain,Arctibax,,1
Casseroya Lake,Venomoth,,1
Casseroya Lake,Psyduck,,1
Casseroya Lake,Golduck,,1
Casseroya Lake,Slowpoke,,1
Casseroya Lake,Slowbro,,1
Casseroya Lake,Chansey,,1
Casseroya Lake,Scyther,,1
Casseroya Lake,Gyarados,,1
Casseroya Lake,Vaporeon,,1
Casseroya Lake,Dratini,,1
Casseroya Lake,Dragonair,,1
Casseroya Lake,Dragonite,,1
Casseroya Lake,Azumarill,,1
Casseroya Lake,Forretress,,1
Casseroya Lake,Swalot,Violet,1
Casseroya Lake,Swablu,,1
Casseroya Lake,Altaria,,1
Casseroya Lake,Tropius,,1
Casseroya Lake,Staraptor,,1
Casseroya Lake,Gastrodon,,1
Casseroya Lake,Mismagius,Violet,1
Casseroya Lake,Honchkrow,,1
Casseroya Lake,Skuntank,Scarlet,1
Casseroya Lake,Bronzong,,1
Casseroya Lake,Spiritomb,,1
Casseroya Lake,Toxicroak,,1
Casseroya Lake,Gogoat,,1
Casseroya Lake,Hawlucha,,1
Casseroya Lake,Sliggoo,,1
Casseroya Lake,Bergmite,,1
Casseroya Lake,Avalugg,,1
Casseroya Lake,Tsareena,,1
Casseroya Lake,Drednaw,,1
Casseroya Lake,Copperajah,,1
Casseroya Lake,Drakloak,,1
Casseroya Lake,Lokix,,1
Casseroya Lake,Naclstack,,1
Casseroya Lake,Kilowattrel,,1
Casseroya Lake,Houndstone,,1
Casseroya Lake,Flamigo,,1
Casseroya Lake,Veluza,,1
Casseroya Lake,Dondozo,,1
Casseroya Lake,Tatsugiri,,1
North Province Area One,Wigglytuff,,1
North Province Area One,Golduck,,1
North Province Area One,Primeape,,1
North Province Area One,Haunter,,1
North Province Area One,Chansey,,1
North Province Area One,Magikarp,,1
North Province Area One,Flareon,,1
North Province Area One,Ampharos,,1
North Province Area One,Jumpluff,,1
North Province Area One,Umbreon,,1
North Province Area One,Ursaring,,1
North Province Area One,Blissey,,1
North Province Area One,Vigoroth,,1
North Province Area One,Sableye,,1
North Province Area One,Grumpig,,1
North Province Area One,Altaria,,1
North Province Area One,Whiscash,,1
North Province Area One,Vespiquen,,1
North Province Area One,Gastrodon,,1
North Province Area One,Drifblim,Scarlet,1
North Province Area One,Mismagius,Violet,1
North Province Area One,Honchkrow,,1
North Province Area One,Spiritomb,,1
North Province Area One,Riolu,,1
North Province Area One,Lucario,,1
North Province Area One,Gallade,,1
North Province Area One,Sawsbuck,,1
North Province Area One,Eelektross,,1
North Province Area One,Axew,,1
North Province Area One,Fraxure,,1
North Province Area One,Rufflet,,1
North Province Area One,Braviary,,1
North Province Area One,Vivilon,,1
North Province Area One,Pyroar,,1
North Province Area One,Floette,,1
North Province Area One,Gogoat,,1
North Province Area One,Hawlucha,,1
North Province Area One,Noibat,,1
North Province Area One,Noivern,,1
North Province Area One,Gumshoos,,1
North Province Area One,Lycanroc,,1
North Province Area One,Mudsdale,,1
North Province Area One,Lurantis,,1
North Province Area One,Salazzle,,1
North Province Area One,Greedent,,1
North Province Area One,Barraskewda,,1
North Province Area One,Pincurchin,,1
North Province Area One,Frosmoth,,1
North Province Area One,Indeedee,,1
North Province Area One,Copperajah,,1
North Province Area One,Drakloak,,1
North Province Area One,Lokix,,1
North Province Area One,Pawmo,,1
North Province Area One,Naclstack,,1
North Province Area One,Kilowattrel,,1
North Province Area One,Brambleghast,,1
North Province Area One,Scovillain,,1
North Province Area One,Flittle,,1
North Province Area One,Espathra,,1
North Province Area One,Tinkatuff,,1
North Province Area One,Wiglett,,1
North Province Area One,Wugtrio,,1
North Province Area One,Revavroom,,1
North Province Area One,Glimmet,,1
North Province Area One,Houndstone,,1
North Province Area One,Flamigo,,1
North Province Area One,Clodsire,,1
North Province Area Two,Venomoth,,1
North Province Area Two,Dugtrio,,1
North Province Area Two,Growlithe,,1
North Province Area Two,Arcanine,,1
North Province Area Two,Chansey,,1
North Province Area Two,Scyther,,1
North Province Area Two,Vaporeon,,1
North Province Area Two,Dratini,,1
North Province Area Two,Dragonite,,1
North Province Area Two,Jumpluff,,1
North Province Area Two,Sunflora,,1
North Province Area Two,Umbreon,,1
North Province Area Two,Herocross,,1
North Province Area Two,Teddiursa,,1
North Province Area Two,Ursaring,,1
North Province Area Two,Houndoom,,1
North Province Area Two,Blissey,,1
North Province Area Two,Slaking,,1
North Province Area Two,Camerupt,,1
North Province Area Two,Grumpig,,1
North Province Area Two,Altaria,,1
North Province Area Two,Shelgon,Violet,1
North Province Area Two,Kricketune,,1
North Province Area Two,Luxray,,1
North Province Area Two,Vespiquen,,1
North Province Area Two,Mismagius,Violet,1
North Province Area Two,Honchkrow,,1
North Province Area Two,Bronzong,,1
North Province Area Two,Gabite,,1
North Province Area Two,Lucario,,1
North Province Area Two,Foongus,,1
North Province Area Two,Amoonguss,,1
North Province Area Two,Pawniard,,1
North Province Area Two,Bisharp,,1
North Province Area Two,Rufflet,,1
North Province Area Two,Deino,Scarlet,1
North Province Area Two,Zweilous,Scarlet,1
North Province Area Two,Vivilon,,1
North Province Area Two,Floette,,1
North Province Area Two,Gogoat,,1
North Province Area Two,Hawlucha,,1
North Province Area Two,Noibat,,1
North Province Area Two,Noivern,,1
North Province Area Two,Lurantis,,1
North Province Area Two,Salazzle,,1
North Province Area Two,Oranguru,Scarlet,1
North Province Area Two,Passimian,Violet,1
North Province Area Two,Falinks,,1
North Province Area Two,Copperajah,,1
North Province Area Two,Drakloak,,1
North Province Area Two,Spidops,,1
North Province Area Two,Lokix,,1
North Province Area Two,Naclstack,,1
North Province Area Two,Mabosstiff,,1
North Province Area Two,Grafaiai,,1
North Province Area Two,Revavroom,,1
North Province Area Two,Glimmet,,1
North Province Area Three,Dugtrio,,1
North Province Area Three,Golduck,,1
North Province Area Three,Hypno,,1
North Province Area Three,Chansey,,1
North Province Area Three,Vaporeon,,1
North Province Area Three,Jumpluff,,1
North Province Area Three,Sunflora,,1
North Province Area Three,Espeon,,1
North Province Area Three,Umbreon,,1
North Province Area Three,Blissey,,1
North Province Area Three,Wingull,,1
North Province Area Three,Vespiquen,,1
North Province Area Three,Gastrodon,,1
North Province Area Three,Honchkrow,,1
North Province Area Three,Lilligant,,1
North Province Area Three,Vivilon,,1
North Province Area Three,Floette,,1
North Province Area Three,Florges,,1
North Province Area Three,Gogoat,,1
North Province Area Three,Hawlucha,,1
North Province Area Three,Dedenne,,1
North Province Area Three,Lurantis,,1
North Province Area Three,Salazzle,,1
North Province Area Three,Barraskewda,,1
North Province Area Three,Pincurchin,,1
North Province Area Three,Eiscue,Violet,1
North Province Area Three,Copperajah,,1
North Province Area Three,Drakloak,,1
North Province Area Three,Lokix,,1
North Province Area Three,Pawmo,,1
North Province Area Three,Dolliv,,1
North Province Area Three,Naclstack,,1
North Province Area Three,Bellibolt,,1
North Province Area Three,Scovillain,,1
North Province Area Three,Tinkatuff,,1
North Province Area Three,Wugtrio,,1
Area Zero,Raichu,,1
Area Zero,Venomoth,,1
Area Zero,Dugtrio,,1
Area Zero,Golduck,,1
Area Zero,Hypno,,1
Area Zero,Chansey,,1
Area Zero,Vaporeon,,1
Area Zero,Jumpluff,,1
Area Zero,Espeon,,1
Area Zero,Umbreon,,1
Area Zero,Murkrow,,1
Area Zero,Girafarig,,1
Area Zero,Dunsparce,,1
Area Zero,Sneasel,,1
Area Zero,Phampy,,1
Area Zero,Donphan,,1
Area Zero,Masquerain,,1
Area Zero,Sableye,,1
Area Zero,Meditite,,1
Area Zero,Medicham,,1
Area Zero,Numel,,1
Area Zero,Camerupt,,1
Area Zero,Swablu,,1
Area Zero,Altaria,,1
Area Zero,Buizel,,1
Area Zero,Floatzel,,1
Area Zero,Honchkrow,,1
Area Zero,Gible,,1
Area Zero,Gabite,,1
Area Zero,Weavile,,1
Area Zero,Pawniard,,1
Area Zero,Bisharp,,1
Area Zero,Braviary,,1
Area Zero,Deino,Scarlet,1
Area Zero,Zweilous,Scarlet,1
Area Zero,Volcarona,,1
Area Zero,Talonflame,,1
Area Zero,Floette,,1
Area Zero,Gogoat,,1
Area Zero,Hawlucha,,1
Area Zero,Lycanroc,,1
Area Zero,Salandit,,1
Area Zero,Salazzle,,1
Area Zero,Corviknight,,1
Area Zero,Frosmoth,,1
Area Zero,Cufant,,1
Area Zero,Copperajah,,1
Area Zero,Dreepy,Violet,1
Area Zero,Drakloak,,1
Area Zero,Lokix,,1
Area Zero,Pawmi,,1
Area Zero,Pawmo,,1
Area Zero,Dachsbun,,1
Area Zero,Nacli,,1
Area Zero,Naclstack,,1
Area Zero,Garganacl,,1
Area Zero,Tadbulb,,1
Area Zero,Bellibolt,,1
Area Zero,Espathra,,1
Area Zero,Varoom,,1
Area Zero,Glimmet,,1
Area Zero,Gimmora,,1
Area Zero,Greavard,,1
Area Zero,Houndstone,,1
Area Zero,Flamigo,,1
Area Zero,Farigiraf,,1
Area Zero,Dudunsparce,,1
Area Zero,Great Tusk,Scarlet,1
Area Zero,Scream Tail,Scarlet,1
Area Zero,Brute Bonnet,Scarlet,1
Area Zero,Flutter Mane,Scarlet,1
Area Zero,Slither Wing,Scarlet,1
Area Zero,Sandy Shocks,Scarlet,1
Area Zero,Iron Treads,Violet,1
Area Zero,Iron Bundle,Violet,1
Area Zero,Iron Hands,Violet,1
Area Zero,Iron Jugulis,Violet,1
Area Zero,Iron Moth,Violet,1
Area Zero,Iron Thorns,Violet,1
Area Zero,Roaring Moon,Scarlet,1
Area Zero,Iron Valiant,Violet,1
South Province Area One,Psyduck,,1
South Province Area One,Mankey,,1
South Province Area One,Slowpoke,,1
South Province Area One,Gastly,,1
South Province Area One,Magikarp,,1
South Province Area One,Pichu,,1
South Province Area One,Igglybuff,,1
South Province Area One,Marill,,1
South Province Area One,Hoppip,,1
South Province Area One,Sunkern,,1
South Province Area One,Wooper,,1
South Province Area One,Murkrow,,1
South Province Area One,Misdreavus,Violet,1
South Province Area One,Dunsparce,,1
South Province Area One,Stantler,,1
South Province Area One,Wingull,,1
South Province Area One,Ralts,,1
South Province Area One,Surskit,,1
South Province Area One,Masquerain,,1
South Province Area One,Slakoth,,1
South Province Area One,Mukuhita,,1
South Province Area One,Azurill,,1
South Province Area One,Bagon,Violet,1
South Province Area One,Starly,,1
South Province Area One,Combee,,1
South Province Area One,Pachirisu,,1
South Province Area One,Buizel,,1
South Province Area One,Drifloon,Scarlet,1
South Province Area One,Bonsly,,1
South Province Area One,Happiny,,1
South Province Area One,Basculin,,1
South Province Area One,Deerling,,1
South Province Area One,Rufflet,,1
South Province Area One,Fletchling,,1
South Province Area One,Flectchinder,,1
South Province Area One,Scatterbug,,1
South Province Area One,Spewpa,,1
South Province Area One,Litleo,,1
South Province Area One,Flabèbè,,1
South Province Area One,Floette,,1
South Province Area One,Skiddo,,1
South Province Area One,Goomy,,1
South Province Area One,Yungoos,,1
South Province Area One,Oricorio,,1
South Province Area One,Rockruff,,1
South Province Area One,Mudbray,,1
South Province Area One,Fomantis,,1
South Province Area One,Boundsweet,,1
South Province Area One,Komala,,1
South Province Area One,Skwovet,,1
South Province Area One,Rookidee,,1
South Province Area One,Corvisquire,,1
South Province Area One,Chewtle,,1
South Province Area One,Applin,,1
South Province Area One,Arrokuda,,1
South Province Area One,Hatenna,,1
South Province Area One,Dreepy,Violet,1
South Province Area One,Lechonk,,1
South Province Area One,Tarountula,,1
South Province Area One,Pawmi,,1
South Province Area One,Pawmo,,1
South Province Area One,Fidough,,1
South Province Area One,Sqaukabilly,,1
South Province Area One,Tadbulb,,1
South Province Area One,Maschiff,,1
South Province Area One,Schroodle,,1
South Province Area One,Toedscool,,1
South Province Area One,Flittle,,1
South Province Area One,Wigglet,,1
South Province Area One,Flamigo,,1
South Province Area Two,Pikachu,,1
South Province Area Two,Jigglypuff,,1
South Province Area Two,Diglett,,1
South Province Area Two,Dugtrio,,1
South Province Area Two,Psyduck,,1
South Province Area Two,Drowzee,,1
South Province Area Two,Eevee,,1
South Province Area Two,Pichu,,1
South Province Area Two,Igglybuff,,1
South Province Area Two,Mareep,,1
South Province Area Two,Marill,,1
South Province Area Two,Hoppip,,1
South Province Area Two,Sunkern,,1
South Province Area Two,Wooper,,1
South Province Area Two,Murkrow,,1
South Province Area Two,Misdreavus,Violet,1
South Province Area Two,Phampy,,1
South Province Area Two,Surskit,,1
South Province Area Two,Azurill,,1
South Province Area Two,Barboach,,1
South Province Area Two,Starly,,1
South Province Area Two,Staravia,,1
South Province Area Two,Kricketot,,1
South Province Area Two,Combee,,1
South Province Area Two,Vespiquen,,1
South Province Area Two,Pachirisu,,1
South Province Area Two,Buizel,,1
South Province Area Two,Drifloon,Scarlet,1
South Province Area Two,Bronzor,,1
South Province Area Two,Bonsly,,1
South Province Area Two,Happiny,,1
South Province Area Two,Boundsweet,,1
South Province Area Two,Skwovet,,1
South Province Area Two,Chewtle,,1
South Province Area Two,Applin,,1
South Province Area Two,Hatenna,,1
South Province Area Two,Lechonk,,1
South Province Area Two,Tarountula,,1
South Province Area Two,Nymble,,1
South Province Area Two,Pawmi,,1
South Province Area Two,Fidough,,1
South Province Area Two,Smoliv,,1
South Province Area Two,Tadbulb,,1
South Province Area Two,Maschiff,,1
South Province Area Two,Schroodle,,1
South Province Area Two,Tinkatink,,1
South Province Area Three,Growlithe,,1
South Province Area Three,Gastly,,1
South Province Area Three,Drowzee,,1
South Province Area Three,Magikarp,,1
South Province Area Three,Skiploom,,1
South Province Area Three,Murkrow,,1
South Province Area Three,Misdreavus,Violet,1
South Province Area Three,Dunsparce,,1
South Province Area Three,Stantler,,1
South Province Area Three,Shroomish,,1
South Province Area Three,Slakoth,,1
South Province Area Three,Vigoroth,,1
South Province Area Three,Makuhita,,1
South Province Area Three,Gulpin,Violet,1
South Province Area Three,Spoink,,1
South Province Area Three,Swablu,,1
South Province Area Three,Zangoose,,1
South Province Area Three,Seviper,,1
South Province Area Three,Bagon,Violet,1
South Province Area Three,Shinx,,1
South Province Area Three,Luxio,,1
South Province Area Three,Pachirisu,,1
South Province Area Three,Drifloon,Scarlet,1
South Province Area Three,Stunky,Scarlet,1
South Province Area Three,Bronzor,,1
South Province Area Three,Happiny,,1
South Province Area Three,Basculin,,1
South Province Area Three,Deerling,,1
South Province Area Three,Axew,,1
South Province Area Three,Rufflet,,1
South Province Area Three,Braviary,,1
South Province Area Three,Fletchinder,,1
South Province Area Three,Litleo,,1
South Province Area Three,Skiddo,,1
South Province Area Three,Goomy,,1
South Province Area Three,Yungoos,,1
South Province Area Three,Gumshoos,,1
South Province Area Three,Rookidee,,1
South Province Area Three,Corvisquire,,1
South Province Area Three,Lechonk,,1
South Province Area Three,Oinkologne,,1
South Province Area Three,Tarountula,,1
South Province Area Three,Nymble,,1
South Province Area Three,Pawmi,,1
South Province Area Three,Pawmo,,1
South Province Area Three,Nacli,,1
South Province Area Three,Charcadet,,1
South Province Area Three,Tadbulb,,1
South Province Area Three,Toedscool,,1
South Province Area Three,Klawf,,1
South Province Area Three,Tinkatink,,1
South Province Area Four,Pikachu,,1
South Province Area Four,Persian,,1
South Province Area Four,Psyduck,,1
South Province Area Four,Primeape,,1
South Province Area Four,Arcanine,,1
South Province Area Four,Chansey,,1
South Province Area Four,Scyther,,1
South Province Area Four,Magikarp,,1
South Province Area Four,Flaffy,,1
South Province Area Four,Marill,,1
South Province Area Four,Wooper,,1
South Province Area Four,Murkrow,,1
South Province Area Four,Misdreavus,Violet,1
South Province Area Four,Pineco,,1
South Province Area Four,Dunsparce,,1
South Province Area Four,Houndour,,1
South Province Area Four,Houndoom,,1
South Province Area Four,Phampy,,1
South Province Area Four,Donphan,,1
South Province Area Four,Meditite,,1
South Province Area Four,Grumpig,,1
South Province Area Four,Swablu,,1
South Province Area Four,Barboach,,1
South Province Area Four,Starly,,1
South Province Area Four,Staravia,,1
South Province Area Four,Combee,,1
South Province Area Four,Parchirisu,,1
South Province Area Four,Buizel,,1
South Province Area Four,Drifloon,Scarlet,1
South Province Area Four,Bronzor,,1
South Province Area Four,Riolu,,1
South Province Area Four,Petilil,,1
South Province Area Four,Lilligant,,1
South Province Area Four,Basculin,,1
South Province Area Four,Deerling,,1
South Province Area Four,Sawsbuck,,1
South Province Area Four,Rufflet,,1
South Province Area Four,Flectchinder,,1
South Province Area Four,Spewpa,,1
South Province Area Four,Flabèbè,,1
South Province Area Four,Floette,,1
South Province Area Four,Skiddo,,1
South Province Area Four,Hawlucha,,1
South Province Area Four,Goomy,,1
South Province Area Four,Yungoos,,1
South Province Area Four,Rockruff,,1
South Province Area Four,Salazzle,,1
South Province Area Four,Chewtle,,1
South Province Area Four,Toxel,,1
South Province Area Four,Hatenna,,1
South Province Area Four,Dreepy,Violet,1
South Province Area Four,Lechonk,,1
South Province Area Four,Tarountula,,1
South Province Area Four,Pawmo,,1
South Province Area Four,Nacli,,1
South Province Area Four,Charcadet,,1
South Province Area Four,Tadbulb,,1
South Province Area Four,Bellibolt,,1
South Province Area Four,Maschiff,,1
South Province Area Four,Toedscool,,1
South Province Area Four,Flittle,,1
South Province Area Four,Flamigo,,1
South Province Area Five,Psyduck,,1
South Province Area Five,Mankey,,1
South Province Area Five,Growlithe,,1
South Province Area Five,Slowpoke,,1
South Province Area Five,Drowzee,,1
South Province Area Five,Magikarp,,1
South Province Area Five,Eevee,,1
South Province Area Five,Marill,,1
South Province Area Five,Skiploom,,1
South Province Area Five,Wooper,,1
South Province Area Five,Murkrow,,1
South Province Area Five,Misdreavus,Violet,1
South Province Area Five,Dunsparce,,1
South Province Area Five,Stantler,,1
South Province Area Five,Larvitar,Scarlet,1
South Province Area Five,Surskit,,1
South Province Area Five,Masquerain,,1
South Province Area Five,Shroomish,,1
South Province Area Five,Slakoth,,1
South Province Area Five,Vigoroth,,1
South Province Area Five,Makuhita,,1
South Province Area Five,Hariyama,,1
South Province Area Five,Azurill,,1
South Province Area Five,Zangoose,,1
South Province Area Five,Seviper,,1
South Province Area Five,Barboach,,1
South Province Area Five,Staraptor,,1
South Province Area Five,Shinx,,1
South Province Area Five,Luxio,,1
South Province Area Five,Luxray,,1
South Province Area Five,Pachirisu,,1
South Province Area Five,Buizel,,1
South Province Area Five,Shellos,,1
South Province Area Five,Drifloon,Scarlet,1
South Province Area Five,Stunky,Scarlet,1
South Province Area Five,Bronzor,,1
South Province Area Five,Happiny,,1
South Province Area Five,Croagunk,,1
South Province Area Five,Basculin,,1
South Province Area Five,Deerling,,1
South Province Area Five,Axew,,1
South Province Area Five,Pawniard,,1
South Province Area Five,Fletchling,,1
South Province Area Five,Fletchinder,,1
South Province Area Five,Talonflame,,1
South Province Area Five,Scatterbug,,1
South Province Area Five,Litleo,,1
South Province Area Five,Skiddo,,1
South Province Area Five,Goomy,,1
South Province Area Five,Yungoos,,1
South Province Area Five,Gumshoos,,1
South Province Area Five,Crabrawler,,1
South Province Area Five,Mudbray,,1
South Province Area Five,Sandygast,,1
South Province Area Five,Rookidee,,1
South Province Area Five,Corvisquire,,1
South Province Area Five,Chewtle,,1
South Province Area Five,Drednaw,,1
South Province Area Five,Arrokuda,,1
South Province Area Five,Dreepy,Violet,1
South Province Area Five,Lechonk,,1
South Province Area Five,Oinkologne,,1
